VesselName,LAT,LON,timestamp,sog,heading,width,length,shiptype
Odyssey,0.9445814878038447,103.53807804610955,2025-07-05 12:06:00,10.69721450885839,263.19234857497423,7,97,Passenger
Odyssey,0.9452897611131842,103.53503825108001,2025-07-05 12:07:00,10.138808369407204,53.101723464422605,15,294,Tanker
Odyssey,0.9405536849302016,103.53272175400869,2025-07-05 12:08:00,5.27288920766035,104.1862206434809,11,274,Cargo
Odyssey,0.9372567955782172,103.53349799651667,2025-07-05 12:09:00,8.524192800292976,8.009760011619708,8,282,Passenger
Titanic,0.9775821380343257,103.7626608849686,2025-07-05 12:00:00,10.130554327168051,47.76971185369914,12,206,Passenger
Titanic,0.9816588466674225,103.75996660901185,2025-07-05 12:01:00,12.888991484406375,85.73873356352286,17,62,Cargo
Titanic,0.9808664541946996,103.75790058029158,2025-07-05 12:02:00,16.16425687005946,41.382076092344825,5,142,Fishing
Titanic,0.9858240465422224,103.75726810545041,2025-07-05 12:03:00,12.415891899941325,17.108004560561135,14,269,Cargo
Titanic,0.9819771932010539,103.76068679723888,2025-07-05 12:04:00,10.577681427046139,163.83451753619474,6,91,Passenger
Titanic,0.9776101531650933,103.75728386691186,2025-07-05 12:05:00,7.684059768995018,116.0330037398641,19,153,Fishing
Titanic,0.9783500438069676,103.7555551136958,2025-07-05 12:06:00,14.961844720559071,34.56730606566105,15,272,Passenger
Titanic,0.9776543396874534,103.75487553763587,2025-07-05 12:07:00,14.720763259538055,164.30057275656185,15,269,Passenger
Titanic,0.9788457677375689,103.75816239202724,2025-07-05 12:08:00,6.675648431132023,120.51185510918958,7,120,Passenger
Titanic,0.9823156331846229,103.76077782819611,2025-07-05 12:09:00,9.777569307446395,350.6417597621496,16,40,Cargo
Mercury,1.166357262483302,103.502847853874,2025-07-05 12:00:00,17.794381833696136,16.56348568956932,19,171,Tanker
Mercury,1.1683456011748041,103.50304098160026,2025-07-05 12:01:00,14.091573322676819,199.48394596943544,12,117,Cargo
Mercury,1.1704946294878424,103.5063018587856,2025-07-05 12:02:00,8.403939081872021,134.18972967970413,18,280,Passenger
Mercury,1.167734258627283,103.50633939860741,2025-07-05 12:03:00,10.178579734141204,188.60841294493605,18,145,Passenger
Mercury,1.1722007055420927,103.50245998654454,2025-07-05 12:04:00,13.98441013465196,16.473467076603278,19,113,Cargo
Mercury,1.177198840173557,103.50620148021048,2025-07-05 12:05:00,8.193247829891952,254.73428459660158,6,228,Fishing
Mercury,1.1761918584632227,103.50943482981651,2025-07-05 12:06:00,10.719736326221124,117.96661352372118,15,295,Tanker
Mercury,1.1766788881443193,103.50562517588418,2025-07-05 12:07:00,5.669116647482792,131.5408127990796,8,81,Fishing
Mercury,1.1770130493594175,103.51055530624484,2025-07-05 12:08:00,5.305993709724304,95.86281173132171,13,134,Tanker
Mercury,1.1738692054921598,103.50949037142043,2025-07-05 12:09:00,15.475170309271675,202.63204411213712,13,79,Cargo
