VesselName,LAT,LON,timestamp,sog,heading,width,length,shiptype
Odyssey,24.771271322944706,9.080928139715521,2025-07-05 12:09:00,5.9055657844062015,285.62661293322145,17,65,Passenger
Titanic,34.18230499021187,18.313894239794966,2025-07-05 12:00:00,12.663027511880447,342.50520319439653,11,147,Cargo
Titanic,34.22072563654671,18.28670221698986,2025-07-05 12:01:00,4.240896798164533,219.95315598635702,14,150,Cargo
Titanic,34.26131474702549,18.313696687015028,2025-07-05 12:02:00,11.132741158734344,92.03219921133802,8,79,Passenger
Titanic,34.293576178876854,18.306070512379904,2025-07-05 12:03:00,13.350997985829409,34.392712980480546,8,271,Cargo
Titanic,34.26037759965134,18.329757886874322,2025-07-05 12:04:00,17.25594155086457,78.02632803267923,5,179,Passenger
Titanic,34.241604778256225,18.302782503717108,2025-07-05 12:05:00,4.123723290368528,229.66588559374924,13,107,Cargo
Titanic,34.25105241177484,18.302459189603024,2025-07-05 12:06:00,19.755710404297744,49.11831092042392,9,175,Fishing
Titanic,34.2453241084528,18.297038281060747,2025-07-05 12:07:00,14.490337027972362,5.6955930356096784,12,217,Tanker
Titanic,34.20573507339122,18.31947216277362,2025-07-05 12:08:00,11.567738340128182,98.69783996153011,18,65,Passenger
Titanic,34.22026405714379,18.329047235592515,2025-07-05 12:09:00,8.023758280779653,132.10418851372825,10,225,Cargo
Mercury,35.983025196195754,-25.969874976276063,2025-07-05 12:00:00,10.800238292090212,316.82847152212497,6,96,Tanker
Mercury,35.95610811511116,-25.974189111788025,2025-07-05 12:01:00,3.806497256381356,18.841995283142992,16,287,Tanker
Mercury,35.961886456848156,-25.9511240607641,2025-07-05 12:02:00,9.304112245674363,21.651243336282676,16,65,Cargo
Mercury,35.92941675108392,-25.932123571682034,2025-07-05 12:03:00,4.0186737731811295,192.89796641030927,18,187,Cargo
Mercury,35.96159739547403,-25.981999903706093,2025-07-05 12:04:00,6.017062167065101,353.2450947639494,7,173,Tanker
Mercury,35.93506160365958,-25.992068312125163,2025-07-05 12:05:00,3.0483202666083486,357.2940607770151,12,277,Passenger
Mercury,35.90942727526596,-25.974912467763858,2025-07-05 12:06:00,1.8585828875877985,92.53701591554875,12,260,Passenger
Mercury,35.87219862362949,-25.942305704738605,2025-07-05 12:07:00,15.640561753407718,255.14809118747152,18,180,Tanker
Mercury,35.85636607381918,-25.954214752187507,2025-07-05 12:08:00,6.926435371780071,86.05991959101561,5,209,Tanker
Mercury,35.851086327869666,-25.944155318851447,2025-07-05 12:09:00,10.313588553929955,330.98111035719023,15,172,Tanker
